rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R02865248,c105828642,nelson,craig,rutherford,f,31,25/12/1989, 116  arthurton  road  flt  20 ,northcote,3070.0,vic,,nelson2@aol.com,certificate-i,secretary,39303.0, 4854  2640  7583  9086 ,12,2020-02-27t11:12+00:00
R83855980,h180535988,amy,,thomas,f,58,2/2/1962, 9  mimosa  street  wattle  hill ,leeton,2705.0,nsw, 02  8693  5303 ,thomas23@mail.com.au,certificate-iii,ict-technician,121493.0, 2892  5037  9563  8121 ,39,2020-06-10t19:47+00:00
R09389048,f139840980,patricia,l,simonsen,f,70,11/9/1950, 69  Stradbroke  Street ,Deakin,2600.0,ACT, 02  4532  1751 ,patricia.simonsen@mail.com,certificate-iv,other-technician,, 9145  6369  0735  7721 ,51,2020-07-13T20:51+00:00
R03035305,h103500335,angelina,,norman,f,27,11/10/1993, Inlet  Road ,Leongatha,3953.0,VIC, 03  3927  7809 ,norman16@mail.com.au,bachelor-degree,health-professional,107534.0, 9325  9348  3127  0343 ,8,2020-03-01T02:29+00:00
R20501686,b166108502,roger,alvin,johnson,m,44,8/9/1972, 31  Warrangoo  Road , Bayonet  Head ,6330.0,WA, 08  0656  5123 ,roger64@hotmail.com,certificate-i,health-support-worker,51258.0, 2654  0247  4906  9040 ,29,2016-04-25T15:10+00:00
R10869577,g196771850,michael,lee,ortiz,f,25,9/6/1994, 26  Moran  Street ,Capella,4702.0,QLD, 07  9994  2949 ,walker.michael@mail.com.au,doctoral-degree,ict-professional,126198.0, 2384  5188  3682  4059 ,7,2019-05-02T06:38+00:00
R68117002,b170102186,helen,williams,stine,f,23,14/2/1997, 136  Illawarra  Road ,Kemblawarra,2505.0,NSW, 02  4324  3084 ,helen16@mail.com,advance-diploma,art-media-professional,91560.0, 7163  2536  0715  7719 ,4,2020-02-15T15:03+00:00
R94193861,h189136149,richard,brent,costelloe,f,52,27/9/1965, 20  David  Street ,Albany,6330.0,WA,,richard70@hotmail.com,secondary-school,taxi-driver,-9999.0, 9964  1957  0586  2453 ,33,2014-09-14T08:31+00:00
R65475984,a147595684,richard,dalton,lilly,m,15,16/12/2003, 14  Taylor  Street ,Childers,4660.0,QLD, 07  3043  4291 ,richard.lilly@yahoo.com,senior-secondary-school,casual-worker,, 1341  7775  8840  6791 ,2,2018-04-04T23:06+00:00
R61353992,f113596932,sharon,hope,snow,f,41,3/1/1979, 9  Wivenhoe  Court ,Westlake,4074.0,QLD, 07  0346  2886 ,,bachelor-degree,art-media-professional,149328.0, 1545  7106  7867  7317 ,22,2020-08-09T10:52+00:00
R51284071,c120178451,edward,jackson,sanders,m,32,5/6/1984, 18  Taroona  Circuit ,Oxenford,4210.0,QLD,,edward99@aol.com,certificate-iv,other-technician,131537.0, 1303  6994  1856  0598 ,17,2016-01-09T11:44+00:00
R16175263,a115631276,adam,l,harbor,m,38,8/7/1982, 250  baltimore  parade  karri  lodge ,merriwa,6030.0,wa, 08  7686  2389 ,jigpnritjs@mail.com.au,bachelor-degree,other-technician,, 7665  5610  9486  4236 ,19,2020-02-06t05:21+00:00
R40938833,a149033883,cameron,allen,george,m,50,20/11/1966, 36  Graylon  Way , Salisbury  Park ,5109.0,SA, 08  5787  7654 ,george.cameron@aol.com,certificate-i,clerks,30793.0, 8890  7078  1752  6762 ,34,2015-06-25T09:48+00:00
R48478110,i118084714,randolph,,oliver,m,53,5/11/1967, 301  lovett  street  karingal ,devonport,7310.0,tas, 03  2521  1812 ,oliver68@mail.com.au,secondary-school,taxi-driver,10263.0, 1249  7608  8566  0891 ,34,2020-05-16t23:37+00:00
R20491774,a197744120,paul,brandon,toodle,m,22,10/4/1997, 752  The  Esplanade ,Mornington,3931.0,VIC, 03  2171  2765 ,toodle72@gmail.com,certificate-ii,other-service-worker,66542.0, 8644  9963  9692  4119 ,4,2019-10-13T05:39+00:00
R42213707,i114077322,kevin,edwin,anthony,f,68,26/9/1949, 33  George  Crescent , Fannie  Bay ,820.0,NT, 08  8343  7265 ,anthony.kevin@mail.com,certificate-iii,construction-worker,88787.0, 3241  2277  3599  2766 ,52,2017-01-08T09:50+00:00
R82887905,h172808598,kelly,davis,hardy,f,29,29/6/1988, 4  Tanner  Court ,Wellard,6170.0,WA, 08  1922  1173 ,kelly93@yahoo.com,certificate-ii,personal-services-worker,-9999.0, 1211  7389  2944  9918 ,13,2017-05-19T17:19+00:00
R39645453,b153596443,corey,,barbour,m,59,7/9/1961, Irishtown  Road , St  Marys ,7215.0,TAS, 03  1697  7030 ,barbour50@yahoo.com,graduate-diploma,legislator,-9999.0, 0738  7699  4530  1596 ,35,2015-03-15T20:08+00:00
R54283377,b133747258,boyd,brett,sandoval,m,21,1/6/1995, 2  Edward  Street ,Gordon,2072.0,NSW, 02  9544  6474 ,sqoejgtfho@aol.com,certificate-iv,other-worker,72188.0, 6270  1044  2694  8568 ,6,2016-07-11T12:52+00:00
R06410000,d110400060,thurman,g,lansberry,f,14,2/11/2003, 558  Jones  Street ,Ultimo,2007.0,NSW, 02  9378  5212 ,lansberry14@mail.com,senior-secondary-school,casual-worker,0.0, 2730  6875  6390  9191 ,2,2017-11-24T15:40+00:00
R85982468,e156988842,robert,franklin,linker,f,11,23/1/2006, 24  Applegum  Drive ,Karama,812.0,NT, 08  5678  5796 ,robert40@gmail.com,secondary-school,,0.0,,0,2017-07-17T06:53+00:00
R54932779,e137979254,ian,david,carter,m,32,22/9/1988, 123  Waminda  Street ,Morningside,4170.0,QLD,,carter93@aol.com,certificate-iii,other-worker,84945.0, 8949  9097  1060  7119 ,13,2020-11-04T05:38+00:00
R55294656,c164295556,charles,timothy,warren,m,56,30/8/1964, 83  Fairway  Circle ,Connolly,6027.0,WA, 08  5922  1381 ,bmfhihgkfh@aol.com,certificate-iv,automotive-worker,91831.0, 5383  7709  3609  8144 ,37,2020-04-26T07:32+00:00
R25596315,c136515952,thomas,irvin,johnston,m,9,14/12/2008, 8  Spinifex  Street , Deer  Park ,3023.0,VIC, 03  9166  5100 ,thomas.johnston@yahoo.com,secondary-school,,0.0,,0,2017-11-19T18:04+00:00
R69613236,e162319663,paul,,stout,f,59,13/2/1957, 78  Annaburroo  Crescent ,Tiwi,810.0,NT, 08  1470  4885 ,qdjfbptkso@mail.com,advance-diploma,ict-technician,139255.0, 4799  7923  0882  4752 ,32,2004-04-09T11:04+00:00
R68418933,d181643389,elizabeth,f,glover,f,18,15/5/2000, 5  Princess  Road ,Doubleview,6018.0,WA, 08  7048  8835 ,glover.elizabeth@yahoo.com,senior-secondary-school,factory-worker,, 2250  3328  0296  0013 ,1,2018-12-04T23:24+00:00
R27066031,d110267603,gene,wesley,floyd,m,68,3/1/1951, Caves  Road ,Wellington,2820.0,NSW, 02  4987  2817 ,,graduate-diploma,chief-executive,-9999.0, 6332  4352  5437  4813 ,44,2013-04-25T17:59+00:00
R15858271,e121758518,robert,,pau,m,71,23/12/1949, 1  hutton  road  holiday  flats , the  entrance  north ,2261.0,nsw, 02  3875  0098 ,robert81@hotmail.com,bachelor-degree,art-media-professional,95513.0, 5474  8906  0308  4374 ,44,2012-06-05t06:58+00:00
R88898261,d126891888,brian,dennis,noguera,f,33,28/10/1986, 9  Queen  Street ,Westbury,7303.0,TAS, 03  6387  5802 ,brian43@yahoo.com,certificate-iv,ict-technician,, 7136  4778  3032  3551 ,13,2017-09-04T22:44+00:00
R81229156,h121186259,daryl,gene,robinson,m,38,22/6/1979, 22  Taroona  Avenue  Malonga  Park ,Shorewell,7320.0,TAS, 03  2564  6704 ,daryl.robinson@hotmail.com,certificate-i,other-service-worker,70884.0, 1655  0878  5936  6924 ,15,2010-02-21T23:44+00:00
R90484126,a189026144,marquata,oakley,watford,f,69,12/11/1950, 123  nerang  street  pacific  private  clinic ,southport,4215.0,qld, 07  5940  9036 ,matsakides43@aol.com,advance-diploma,ict-technician,141245.0, 2171  2014  6500  2885 ,51,2019-03-25T01:41+00:00
R24836936,g164392683,bryan,luther,glass,f,34,5/12/1983, 56  Rodney  Street ,Barraba,2347.0,NSW, 02  4430  1414 ,bryan64@hotmail.com,advance-diploma,ict-technician,77365.0, 1484  2554  3939  1291 ,18,2017-10-08T05:37+00:00
R94522341,f154349122,bianca,,mason,f,54,4/6/1966, 2  the  avenue  flt  7 ,balaclava,3183.0,vic, 03  0365  7116 ,lfnrfptthl@hotmail.com,certificate-i,clerical-worker,30737.0, 4509  2723  8563  0402 ,35,2020-07-03t24:45+00:00
R01120227,e122170102,stacy,wilson,klym,f,56,27/6/1964, 19  chapman  road  the  pavilion ,geraldton,6530.0,wa, 08  2619  4304 ,,senior-secondary-school,taxi-driver,13933.0, 5591  5131  4073  6986 ,37,2020-07-06t15:15+00:00
R77260727,f177027762,marvetta,f,peace,f,6,8/8/2011, 56  Shellcotts  Road ,Korumburra,3950.0,VIC, 03  8612  5011 ,peace.marvetta@mail.com.au,primary-school,,,,0,2017-12-25T21:26+00:00
R01813540,g110583104,oscar,michael,fry,m,25,12/9/1993, 79  Ducie  Street ,Darra,4076.0,QLD, 07  5918  0903 ,,certificate-iv,automotive-worker,-9999.0, 1875  1361  0852  9950 ,8,2018-01-20T21:15+00:00
R44823534,e148244335,harriet,bess,white,f,64,25/1/1955, 13  Church  Street ,Lambton,2299.0,NSW, 02  4455  2499 ,harriet92@gmail.com,diploma,construction-worker,82489.0, 8469  7378  0401  3695 ,45,2018-11-02T10:38+00:00
R04230795,g147590032,brian,lee,rogers,f,27,3/8/1992, 26  Chin  Gong  Circuit ,Driver,830.0,NT, 08  0283  1837 ,brian.hondros@hotmail.com,diploma,engineering-worker,58642.0, 0720  0101  3372  6590 ,6,2016-12-15T12:32+00:00
R32239114,i139234211,kinji,william,walker,m,60,7/3/1958, 8  Wilkinson  Street ,Mayfield,2304.0,NSW, 02  5291  7502 ,walker68@aol.com,graduate-diploma,general-manager,, 7493  2515  5671  3274 ,43,2018-03-02T16:25+00:00
R21329403,c134139022,delphia,garner,way,f,18,11/12/2000, Peak  Hill  Road  Almond  Grove ,Parkes,2870.0,NSW, 02  1242  4353 ,delphia.way@aol.com,certificate-iv,ict-technician,81136.0, 4258  0139  0087  2254 ,1,2018-12-07T08:47+00:00
R47186412,h121874641,steven,howard,moore,f,53,31/12/1967, Robina  Town  Centre  Drive  Eastlakes  Apartment ,Robina,4226.0,QLD, 07  2674  0082 ,moore.steven@mail.com.au,diploma,ict-technician,119088.0, 0972  4875  0421  4574 ,33,2019-07-23T02:42+00:00
R58241846,e144518826,lester,jermaine,mitchell,m,23,1/2/1993, 8  Commodore  Drive ,Newnham,7248.0,TAS, 03  0297  8053 ,mitchell36@gmail.com,bachelor-degree,education-professional,, 4437  6386  2462  2927 ,3,2011-09-05T24:43+00:00
R87159638,d179813685,brandon,lynn,huskey,f,44,11/4/1972, 8  Cassidy  Close ,Holt,2615.0,ACT, 02  8476  0786 ,huskey62@yahoo.com,certificate-iv,other-technician,-9999.0, 6332  4316  7201  1839 ,27,2014-02-15T07:33+00:00
R84526500,f105628054,philip,john,zimmerman,f,52,24/9/1965, 16  Hakea  Street ,Nightcliff,810.0,NT, 08  4842  5390 ,jjtnjtsgrj@hotmail.com,graduate-diploma,art-media-professional,, 3812  2881  8810  8634 ,33,2014-02-27T13:10+00:00
R17302614,d142360117,endale,kenneth,potwora,f,54,12/1/1965, 3  Lansell  Court ,Toorak,3142.0,VIC, 03  5473  9739 ,,certificate-i,health-support-worker,68471.0, 4549  9797  9306  3481 ,35,2018-12-11T03:17+00:00
R43571056,f140531657,troy,milko,julian,m,28,31/5/1992, 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,870.0,nt, 08  5491  6880 ,,graduate-diploma,general-manager,177855.0, 2759  0421  1764  0189 ,4,2015-11-05t18:30+00:00
R66042629,b120624669,james,austin,whitsett-herbin,m,20,27/10/1999, 6  Ramil  Street ,Leanyer,812.0,NT,,whitsett-herbin.james@gmail.com,certificate-iii,other-worker,50778.0, 6009  6407  1726  2040 ,2,2019-04-09T11:11+00:00
R68513456,c161483556,terry,dexter,edmonson,f,60,20/3/1960, 26  Maitland  Street , Launceston  South ,7249.0,TAS, 03  5723  4129 ,edmonson.terry@mail.com.au,bachelor-degree,legal-professional,104457.0, 1149  5992  3497  1613 ,35,2014-05-20T18:44+00:00
R24022470,e147020422,yvonne,maria,singletary,f,68,20/10/1952, 55  Manunda  Terrace ,Karama,812.0,NT, 08  1584  2632 ,yvonne.singletary@hotmail.com,senior-secondary-school,other-labourer,, 4680  8943  9936  1793 ,49,2020-09-18T13:25+00:00
R65176501,f165706115,michelle,p,gudzik,f,45,17/8/1975, 167  knoke  avenue  graison  court ,gordon,2906.0,act, 02  4710  9203 ,mipkpqdapp@mail.com.au,diploma,ict-technician,95410.0, 0116  2150  4707  5230 ,26,2020-01-10t01:09+00:00
R35953220,g130395252,calvin,aaron,williams,f,24,17/5/1994, 47  Edenlee  Street ,Epping,2121.0,NSW, 02  7535  1025 ,calvin19@aol.com,diploma,ict-technician,126519.0, 3120  5996  7055  1108 ,7,2018-01-09T07:22+00:00
R74023423,e140237243,wendy,campbell,richardson,f,30,20/7/1986, 15  Bellevue  Drive ,Macksville,2447.0,NSW, 02  9812  6891 ,iitpcnpccs@aol.com,certificate-ii,engineering-worker,98748.0, 9022  8666  3975  2670 ,15,2016-11-11T23:39+00:00
R81362784,h147236188,daniel,robert,munday,f,71,5/2/1946, 8  Parkside  Crescent ,Leanyer,812.0,NT,,grbadbpqlr@hotmail.com,doctoral-degree,legal-professional,129673.0, 5189  9905  1506  6733 ,55,2017-09-07T13:31+00:00
R84682279,d127682849,david,thomas,richburg,m,56,12/10/1964, 74  karalta  road  karalta  court ,erina,2250.0,nsw, 02  5752  1917 ,richburg83@hotmail.com,senior-secondary-school,other-labourer,16260.0, 4934  6094  6651  7912 ,37,2020-04-10T08:13+00:00
R52714465,a154571264,kenneth,larry,perez,f,21,22/12/1999, 2  The  Boulevarde ,Mullaway,2456.0,NSW, 02  5290  8427 ,kenneth.price@yahoo.com,diploma,engineering-worker,54447.0, 9675  3555  4976  6794 ,2,2020-03-01T24:29+00:00
R11237630,b102361371,judy,,haats,f,20,13/5/1997, Barraba  Road ,Bingara,2404.0,NSW, 02  1375  6071 ,judy.haats@hotmail.com,bachelor-degree,ict-technician,-9999.0, 3122  7901  5913  4434 ,4,2017-09-10T20:12+00:00
R28570274,h128257470,arlene,marie,bartlett,f,31,15/3/1988, 14  Warragul  Road ,Korumburra,3950.0,VIC, 03  7784  3892 ,arlene64@aol.com,diploma,engineering-worker,, 2118  8284  2368  8735 ,13,2019-05-06T09:26+00:00
R93045167,b110637459,tamijah,doty,defrancesco,f,18,5/4/2001, 55  Plymouth  Crescent , Kings  Langley ,2147.0,NSW, 02  6836  2661 ,moore.tamijah@aol.com,certificate-ii,other-service-worker,62840.0, 9518  1107  5178  7942 ,0,2019-07-25T11:57+00:00
R02234896,b139428620,randy,adam,lafevers,m,51,22/4/1967, 54  MacKenzie  Street , Mount  Lofty ,4350.0,QLD,,,certificate-iii,ict-technician,72458.0, 7733  0320  6171  8466 ,32,2016-12-16T15:14+00:00
R53964579,i156347959,anthony,,thurman,m,47,7/9/1969, 120  Baulkham  Hills  Road , Baulkham  Hills ,2153.0,NSW,,thurman.anthony@hotmail.com,masters-degree,ict-professional,, 0990  6056  9791  1589 ,24,2008-02-19T01:07+00:00
R44935299,g194943529,michael,valentine,coley,f,66,10/6/1954, 21  riverside  drive  king  ash  bay ,borroloola,854.0,nt, 08  1544  4882 ,michael.coley@aol.com,diploma,ict-technician,143722.0, 2984  2799  6989  0914 ,45,2018-09-08t23:48+00:00
R84787310,e117378048,barbara,mae,bumbulucz,f,59,16/10/1959, 5186  calder  highway  big  hill ,lockwood,3551.0,vic, 03  8511  5255 ,occiddbmlf@mail.com,bachelor-degree,other-technician,96226.0, 9242  0084  8138  8282 ,42,2018-03-26T23:33+00:00
R38597148,a195878341,wayne,bartlett,connell,m,20,24/11/2000, 26  normanby  avenue  aprt  7 ,thornbury,3071.0,vic, 03  3617  8937 ,wayne.connell@hotmail.com,diploma,ict-technician,123939.0, 0534  9941  6714  2632 ,1,2020-02-27t08:11+00:00
R79513239,g119337925,roger,walter,fitzgibbon,f,56,30/6/1960, 65  Queen  Street ,Revesby,2212.0,NSW, 02  9466  7592 ,roger.featherstone@gmail.com,bachelor-degree,art-media-professional,96824.0, 2289  1905  1000  9609 ,41,2016-12-25T24:02+00:00
R31798384,i173838149,anthony,fitzgerald,williams,f,74,1/3/1944, 8  Stewart  Parade ,Manly,4179.0,QLD, 07  0548  7447 ,anthony.williams@aol.com,senior-secondary-school,taxi-driver,16865.0, 5427  4790  5938  1856 ,49,2010-06-01T05:07+00:00
R78929931,c182919379,bethany,,bradley,f,38,14/1/1981, 13  Muckaninnie  Court ,Moulden,830.0,NT, 08  5644  0239 ,,graduate-certificate,manager,117067.0, 2568  2321  6018  8881 ,18,2017-02-10T23:37+00:00
R39948288,b194982388,brian,,roberts,m,28,5/8/1992, 6  pimpala  crescent  mulwala  station ,mulwala,2647.0,nsw, 02  9248  9089 ,brian.roberts@mail.com,graduate-diploma,legislator,, 1448  2420  2535  6158 ,9,2020-03-18t14:23+00:00
R85915739,e115579839,zina,anne,fogarty,f,67,28/7/1953, 28  yakkalla  street  nareen  gardens  hstl , bateau  bay ,2261.0,nsw, 02  3396  7165 ,zina.fogarty@mail.com,graduate-certificate,education-professional,, 6119  1391  5253  1744 ,48,2020-07-18t22:11+00:00
R15701362,h116137205,michael,morton,davis,m,16,14/9/2001, 7  Pollux  Court ,Woodroffe,830.0,NT, 08  4883  9094 ,davis52@aol.com,certificate-ii,automotive-worker,-9999.0, 5188  9596  2684  2847 ,0,2017-06-07T07:30+00:00
R16165499,i149611659,robert,john,paradis,m,62,30/12/1958, 16  Dunne  Street ,Austinmer,2515.0,NSW, 02  8327  9254 ,paradis.robert@mail.com.au,diploma,engineering-worker,75743.0, 2274  0709  3324  8483 ,43,2020-08-04T11:29+00:00
R64405092,e194502460,robert,travis,brown,m,49,8/4/1971, 1  araluen  road  majors  creek ,araluen,2622.0,nsw, 02  8438  8239 ,nqembgsebg@mail.com,senior-secondary-school,secretary,45559.0, 9611  6331  7284  3996 ,23,2013-10-26t22:09+00:00
R20492470,g129240407,herbert,wilmer,turner,m,72,29/4/1946, 2884  Gold  Coast  Highway , Surfers  Paradise ,4217.0,QLD, 07  8665  6860 ,turner.herbert@mail.com.au,certificate-i,clerks,, 0886  9629  8994  3288 ,55,2018-11-02T11:22+00:00
R31396988,d131689839,dawn,johnson,byrd,f,72,5/4/1944, 90  Maroondah  Highway ,Healesville,3777.0,VIC, 03  2751  9994 ,mjjnnddjom@aol.com,certificate-iii,ict-technician,117050.0, 4054  0056  4573  0762 ,56,2015-12-20T15:30+00:00
R29300695,h193650029,joe,w,davenport,f,21,30/9/1997, 227  main  road  toukley  mall ,toukley,2263.0,nsw, 02  6376  6122 ,joe.davenport@aol.com,graduate-diploma,chief-executive,184485.0, 7154  3029  6046  8941 ,4,2018-07-24T22:41+00:00
R63941671,e196346711,allison,ann,james,f,26,3/6/1990, 16  Bardwell  Road ,Mosman,2088.0,NSW,,allison.james@hotmail.com,graduate-diploma,health-professional,106660.0, 9611  9002  5447  4526 ,10,2015-05-08T14:34+00:00
R90496590,d106949509,allen,thomas,nichols,m,18,8/6/1999, 13  Bougainvilia  Avenue , Alice  Springs ,870.0,NT, 08  8958  1595 ,nichols42@aol.com,senior-secondary-school,taxi-driver,10472.0, 4451  2636  2291  3721 ,2,2017-04-10T07:44+00:00
R44824637,b146378244,samuel,pressley,carty,m,8,18/3/2012, 9  buderim  avenue  pines  drive ,buderim,4556.0,qld, 07  5068  5982 ,samuel.carty@aol.com,primary-school,,0.0,,0,2020-02-12t13:41+00:00
R39307705,e137930057,kathryn,gray,barnes,f,6,18/6/2010, 12  wills  street  skerman  chmbrs ,townsville,4810.0,qld, 07  9189  6611 ,barnes25@mail.com.au,primary-school,,0.0,,0,2016-05-24T17:46+00:00
R32827901,b122189073,christine,denise,craft,f,55,14/3/1963, 28  Undine  Street , Russell  Lea ,2046.0,NSW, 02  3714  1649 ,christine19@mail.com,bachelor-degree,ict-professional,, 8405  7835  3253  0246 ,37,2017-04-22T02:13+00:00
R78368352,h178568233,eleanor,gardner,white,f,70,15/9/1949, 8  Linnet  Close ,Calamvale,4116.0,QLD, 07  4630  0645 ,,senior-secondary-school,farm-worker,17432.0, 7209  1834  6745  1358 ,52,2019-11-19T19:16+00:00
R77780067,d177087670,wendy,anita,eads,f,29,7/12/1991, 2  Jukes  Crescent ,Katherine,850.0,NT, 08  0628  6242 ,cfqrcgttjh@hotmail.com,diploma,automotive-worker,96670.0, 0723  3878  3265  1680 ,6,2016-05-18T07:23+00:00
R78440277,f128704747,nancy,lea,oliver,f,26,10/8/1990, 133  lennox  street  cornet  place ,maryborough,4650.0,qld,,gnfdfofchc@hotmail.com,senior-secondary-school,machinary-driver,-9999.0, 7661  6901  3141  5994 ,10,2015-07-27T21:32+00:00
R49679830,c169479803,william,tyler,sneed,m,70,10/12/1947, 1  Cranbrook  Avenue ,Cremorne,2090.0,NSW, 02  2591  2956 ,sneed.william@mail.com,diploma,engineering-worker,52690.0, 8417  3874  6557  9292 ,46,2009-07-25T14:52+00:00
R29084282,g184209228,debra,ann,massey,f,19,23/2/1998, 18  Wayne  Avenue , Sandy  Bay ,7006.0,TAS, 03  8814  4451 ,debra50@gmail.com,secondary-school,un-employed,4662.0, 0627  9762  5391  7380 ,3,2017-05-23T05:10+00:00
R26372685,c162627385,caleb,lee,poetzsch,m,23,31/1/1995, 175  Edinburgh  Street , Coffs  Harbour ,2450.0,NSW, 02  6713  0989 ,plrpkeljnm@mail.com.au,diploma,ict-technician,-9999.0, 3023  5695  8733  7423 ,6,2018-07-22T04:11+00:00
R82607240,g167040822,scott,r,gomez,f,80,2/11/1939, 4  Percy  Street ,Hamilton,2303.0,NSW, 02  1477  2109 ,gomez40@yahoo.com,graduate-diploma,re-tired,0.0, 6143  6064  6006  6755 ,45,2019-03-26T11:30+00:00
R73658185,b155381876,sarona,ann,waters,f,61,26/3/1958, 18  Summerhill  Road , Glen  Iris ,3146.0,VIC, 03  4391  4406 ,,advance-diploma,art-media-professional,116938.0, 8184  7837  3361  9301 ,41,2017-05-08T15:37+00:00
R26167378,h186326771,matthew,lee,pineda,f,21,16/1/1999, 194  martindale  street  glenesk ,denman,2328.0,nsw, 02  3664  3547 ,dccdhfqknb@hotmail.com,certificate-i,carer,, 2687  4176  0648  1394 ,2,2020-04-20t06:28+00:00
R99590019,b199199005,phyllis,yvette,warren,f,64,27/8/1954, 162  Woodlake  Boulevarde ,Durack,830.0,NT, 08  2167  7169 ,phyllis83@yahoo.com,certificate-i,other-service-worker,, 9633  2807  2197  2982 ,47,2018-05-15T01:41+00:00
R76125717,g151677217,michel,bryan,lagler,m,61,26/6/1957, 25  Byron  Street ,Elwood,3184.0,VIC, 03  0105  0583 ,lgtfissqgr@aol.com,advance-diploma,ict-technician,92559.0, 9169  4586  5288  4444 ,44,2018-08-18T07:47+00:00
R64205730,a170325064,scott,mcgill,johnson,m,61,14/7/1957, 6  Wattle  Close , Nambucca  Heads ,2448.0,NSW, 02  9972  7636 ,disbsprlof@aol.com,senior-secondary-school,taxi-driver,15441.0, 2472  8751  4444  0037 ,42,2016-12-26T09:57+00:00
R58991377,e189793715,shaun,wayne,brown,f,79,21/3/1941, 9  Gillespie  Court ,Deniliquin,2710.0,NSW, 02  7770  6600 ,shaun.brown@hotmail.com,certificate-iv,re-tired,, 8104  6045  0594  1534 ,45,2019-03-05T10:58+00:00
R04830596,f108546930,henry,clinton,sellars,m,60,19/5/1956, 105  Port  Stephens  Drive , Salamander  Bay ,2317.0,NSW, 02  8417  5684 ,sellars23@aol.com,secondary-school,machinary-driver,15496.0, 3442  9987  4460  9487 ,43,2014-04-22T10:11+00:00
R24516927,c125962417,tatiana,cline,sanchez,f,30,15/9/1987, 55  Reservoir  Road ,Blacktown,2148.0,NSW, 02  9250  4435 ,,certificate-iv,other-technician,128554.0, 2576  6837  1733  7731 ,14,2017-08-18T24:57+00:00
R72762219,f127962172,john,,cherry,m,13,22/4/2004, 217  Gellibrand  Drive ,Sandford,7020.0,TAS, 03  9228  4831 ,cherry58@yahoo.com,senior-secondary-school,casual-worker,0.0, 5286  5954  2604  2644 ,3,2017-08-07T19:02+00:00
R15063957,i170539516,delores,greene,johnson,f,20,3/5/1997, Bougainvillea  Drive ,Alyangula,885.0,NT, 08  4169  0139 ,johnson57@gmail.com,secondary-school,looking-for-employment,4169.0, 0271  6152  2918  5589 ,4,2017-05-02T02:45+00:00
R82178869,i179812886,mario,t,kimbrough,m,12,1/2/2008, 18  Dover  Street , Summer  Hill ,2130.0,NSW, 02  0913  6299 ,mario80@mail.com,secondary-school,,,,0,2020-09-24T05:04+00:00
R39074495,c103499574,young,kee,owens,f,21,8/6/1999, 42  capital  avenue  highvale  retirement  vlge , glen  waverley ,3150.0,vic, 03  6254  4210 ,young.owens@mail.com,certificate-ii,personal-services-worker,-9999.0, 6499  6721  1857  4869 ,2,2020-03-11t20:58+00:00
R44566195,c141465659,george,samuel,brewer,m,47,3/10/1973, 6  standen  street  riverview  dental  clinic , murray  bridge ,5253.0,sa, 08  4201  2088 ,,certificate-iii,ict-technician,126703.0, 0604  1405  2185  9925 ,28,2020-04-14t07:58+00:00
R45611805,a116850514,diana,kay,brown,f,21,21/10/1997, 8  Marilyn  Street ,Doncaster,3108.0,VIC, 03  3203  2255 ,diana15@yahoo.com,bachelor-degree,other-technician,, 0320  5298  0923  4817 ,4,2018-06-17T05:55+00:00
R92090489,a109099284,vernon,alan,alexander,m,50,25/10/1966, 7  Everlasting  Crescent , Kambalda  West ,6442.0,WA, 08  9307  5807 ,alexander.vernon@mail.com.au,advance-diploma,legal-professional,84399.0, 9857  7128  8679  3515 ,34,2015-05-04T17:16+00:00
R16269832,g162619382,page,elizabeth,beasley,f,34,24/12/1983, 72  Pretoria  Parade ,Hornsby,2077.0,NSW, 02  1602  3951 ,page92@aol.com,advance-diploma,art-media-professional,149827.0, 6269  4183  1708  3363 ,18,2017-02-24T15:13+00:00
R44474001,h140444170,ronald,gene,brodie,f,54,17/1/1962, 3  McGuire  Circuit ,Moulden,830.0,NT, 08  7787  1359 ,,senior-secondary-school,factory-worker,, 9678  3964  2945  6768 ,32,2009-05-07T17:37+00:00
R81219475,g125184917,joan,lauren,higgins,f,64,29/8/1955, 122  Columbus  Drive , Paradise  Point ,4216.0,QLD, 07  5251  8840 ,joan.higgins@gmail.com,certificate-i,clerks,-9999.0, 9383  9182  2441  0480 ,46,2019-11-08T24:46+00:00
R35190385,d151539038,james,t,headley,f,20,27/3/1996, 35  Moorina  Avenue ,Matraville,2036.0,NSW, 02  7754  8788 ,james31@hotmail.com,certificate-iii,automotive-worker,66763.0, 6391  7054  3128  6089 ,5,2016-12-25T24:50+00:00
R47253967,a137952674,michele,kathleen,onwusah,f,25,28/6/1995, 61  martin  street  flt  1 ,brighton,3186.0,vic, 03  4401  1297 ,,graduate-diploma,legislator,-9999.0, 3702  0445  8052  4229 ,6,2020-03-18t24:35+00:00
R65026200,h100665220,gordon,franklin,crumb,m,19,4/4/2001, Banksia  Road ,Bauple,4650.0,QLD, 07  9404  3788 ,crumb.gordon@hotmail.com,advance-diploma,ict-technician,146835.0, 7780  3267  7402  0089 ,0,2020-03-07T06:45+00:00
