rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-85516,a125258712,jose,,washington,f,18,15/5/1996, 6310  49875  1  3 , 100  edmondstone  street  the  lodge ,newmarket,4051.0,qld,,dmrjsepomp.gmail.com,married,175,139,45,82,172,0,diarrhea,2016-12-27t15:51+00:00
rec-25822,d179240963,zeke,brian,bee,m,37,12/7/1980, 5648  80774  1  2 , 13  lake  weyba  drive  laguna  retirement  village ,noosaville,4566.0,qld,,bee.zeke@yahoo.com,not-married,185,110,32,73,128,0,consitpation,2017-12-09t17:19+00:00
rec-62126,d141473959,jennifer,denise,clemens,m,22,27/6/1994, 6742  24225  2  2 , 8  boebuck  street  forster  key ,forster,2428.0,nsw,,,married,199,90,22,74,227,0,diabetes-worsening,2016-12-05t05:43+00:00
rec-47956,i190495454,leigh,bynum,gregorio,m,57,12/6/1959, 5961  67960  2  2 , 2020  ballarto  road  terra  nostra ,clyde,3978.0,vic,,gregorio.leigh@yahoo.com,married,180,106,32,78,223,1,left-shoulder-surgery,2016-06-06t09:27+00:00
rec-19465,i182875918,jacob,conners,vinciguerra,m,56,26/2/1957, 4216  76852  2  2 , 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,810.0,nt,,vinciguerra12.hotmail.com,not-married,199,115,29,83,65,0,right-cataracts-surgery,2016-08-02t14:44+00:00
rec-26107,c151458051,jessica,lee,armenta,f,15,8/10/1998, 6960  14469  2  2 , 100  fairlight  road  mt  henry ,mulgoa,2745.0,nsw,,,not-married,164,79,29,69,171,0,trigeminal-neuralgia,2013-01-24t19:45+00:00
rec-24582,h119769237,amy,georgia,roussel,f,51,24/5/1965, 7791  50211  2  2 , 138  liverpool  road  birks  harbour ,goolwa,5214.0,sa, 08  0980  1436 ,tjqccmcfrs@yahoo.com,married-de-facto,186,-99,23,77,193,0,lower-back-pain,2016-11-23t18:55+00:00
rec-66021,e125557624,coy,cecil,reynolds,m,63,11/9/1950, 2352  81599  1  1 , 47  village  drive  latrobe  village ,reservoir,3073.0,vic, 03  6983  1911 ,,married,199,79,19,74,117,0,bicep-tendon-tear,2015-04-11t14:19+00:00
rec-60824,i163859938,john,,jones,m,18,7/4/1996, 7021  36546  2  3 , 8193  princes  highway  myrtle  vale , central  tilba ,,nsw,,,married,165,-99,35,74,148,0,drowsiness,2014-04-22t10:10+00:00
rec-31224,i170777247,virginia,jean,gunshinan,m,22,16/9/1995, 2594  58647  1  2 , 1  yardley  avenue  the  manors ,waitara,,nsw,,,married,179,107,33,72,143,0,fall-without-injury,2017-08-21t02:32+00:00
rec-65911,h126042511,jessica,r,williams,f,14,7/2/2003, 8260  45637  2  3 , 1  lloyd  street  brae  view ,macksville,,nsw, 02  9923  3145 ,,,168,49,17,79,121,0,benign-positional-vertigo,2017-02-08t11:33+00:00
rec-86083,f113548539,thomas,curtis,wix,m,51,18/10/1966, 8444  10492  1  1 , 1  hutton  road  holiday  flats , the  entrance  north ,2261.0,nsw,,thomas86@mail.com,married,192,81,21,79,139,1,right-hip-replacement,2017-10-19t04:27+00:00
rec-81009,b148744823,james,byron,heintzelman,f,45,12/6/1966, 6333  61480  2  1 , 2  buna  street  joella  waters ,maroochydore,4558.0,qld,,heintzelman.james@mail.com,married-de-facto,185,-99,28,76,162,0,neck-stiffness,2011-06-07t22:40+00:00
rec-24311,a149353798,jeffrey,p,lauff,m,67,8/11/1948, 8160  23200  1  2 , 12  the  parade  monterey  keys ,helensvale,,qld, 07  8791  0031 ,jeffrey.lauff@mail.com.au,married-de-facto,178,105,33,72,205,0,r-arm-pain---bursitis,2015-03-26t11:24+00:00
rec-94817,a178066493,danny,franklin,humphries,f,15,1/7/1999, 4836  49846  1  3 , 49  colac  street  kedron  village ,kedron,4031.0,qld, 07  2600  8258 ,,married-de-facto,157,57,23,81,202,0,l-shoulder-injury-due-to-motorcycle-accident,2014-05-15t15:58+00:00
rec-55209,i176390391,richard,arthur,mogensen,f,7,20/11/2007, 8118  73546  2  2 , 2  hollywood  avenue  aprt  42 , bondi  junction ,,nsw, 02  9011  6272 ,richard80.mail.com,,120,42,29,75,206,0,breast-cyst,2016-08-11t16:51+00:00
rec-92649,f166773341,robert,david,francis,f,26,28/11/1987, 1915  92325  1  1 , 19  fawkner  street  victoria  terrace ,braddon,2612.0,act, 02  0232  6849 ,dpgjcioand@gmail.com,married,173,71,23,77,119,0,breast-repair,2013-12-01t04:42+00:00
rec-19416,g157963745,jack,,pratt,m,43,14/4/1975, 8880  18097  2  1 , 4  avoca  drive  broadlands  est , green  point ,2251.0,nsw, 02  2101  1472 ,,married,181,79,24,79,158,1,parkinsonism,2018-11-12t04:30+00:00
rec-71601,i113535387,timothy,,stanfield,m,70,1/4/1945, 3698  87637  1  1 , 1  peak  avenue  park  lane  cnr  pac , main  beach ,4217.0,qld,,epntgfffjt@gmail.com,married,176,64,20,72,155,0,depressed-mood,2015-09-08t07:07+00:00
rec-81940,h115952987,darin,franklin,barillas,f,61,17/3/1954, 5166  70832  1  1 , 41  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa, 08  6729  0174 ,pjpotjeior@mail.com,divorced,172,70,23,72,137,0,cramping-in-legs-bilat-r>l,2015-02-24t10:03+00:00
rec-75223,e165428832,ronald,lamont,hester,f,40,28/3/1978, 6087  29267  1  2 , 534  araluen  road  the  lagoon ,moruya,2537.0,nsw, 02  4010  7685 ,ronald37@aol.com,married,187,86,24,72,97,0,keratosis-removed,2018-10-17t08:34+00:00
rec-38813,b194230780,meredith,elisabeth,overby,f,46,2/3/1967, 2485  89731  2  2 , 61  empire  bay  drive  salmaldo  caravan  park , empire  bay ,,nsw, 02  1784  6662 ,overby.meredith.aol.com,married-de-facto,172,140,47,75,185,0,eyes-glaucoma,2013-10-02t23:32+00:00
rec-5914,d186512384,martha,latavia,jones,f,69,31/8/1949, 9317  47717  1  2 , 21  cavenagh  street  the  metro ,darwin,800.0,nt,,,married,186,140,40,71,177,0,dry-mouth-of-unknown-etiology,2018-11-22t09:10+00:00
rec-64634,f184551806,lonnie,lamar,montgomery,m,26,19/2/1988, 7837  26502  1  2 , 193  lake  street  cairns  medical  specialist  centre ,cairns,4870.0,qld, 07  3681  2790 ,pkforadcbk@aol.com,married,171,116,39,82,119,1,fall,2014-08-11t16:07+00:00
rec-98619,i142820421,michael,quadiyh,wood,f,22,19/10/1992, 4193  65858  1  2 , 1  the  esplanade  thompsons  beach ,dublin,5501.0,sa,,wood4@mail.com,married,196,111,28,66,82,0,fractured-right-wrist-due-to-fall,2014-12-09t11:17+00:00
rec-25481,h173590870,darren,martin,dahmer,m,48,28/2/1964, 9694  90867  1  1 , 1675  princes  highway  carnbrae ,modewarre,3240.0,vic,,,not-married,184,-99,27,69,245,0,muscloskeletal-pain,2012-07-05t11:36+00:00
rec-89796,h171098569,issac,taneel,stanley,f,58,11/11/1959, 9904  93946  2  2 , 28  first  street  south  dudley  road ,wonthaggi,3995.0,vic, 03  4825  0461 ,,married-de-facto,172,148,50,79,85,0,crying,2017-07-05t09:38+00:00
rec-65524,d182349924,david,joseph,doerter,m,61,22/4/1954, 5687  15838  1  2 , 110  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa,,doerter71@yahoo.com,not-married,170,114,39,82,229,0,left-leg-and-hip-pain,2015-11-20t22:25+00:00
rec-46960,a101317704,carol,nicole,linn,f,48,23/9/1971, 9966  28444  1  1 , 209  charman  road  flt  6 ,cheltenham,3192.0,vic,,sobpdctmlo@aol.com,divorced,172,92,31,76,252,0,worsening-back-pain,2019-06-09t05:23+00:00
rec-38833,e166576780,oma,lynne,cali,f,43,20/10/1972, 5740  67900  1  2 , 18  cromwell  circuit  lnyn  ridge , isabella  plains ,2905.0,act,,,not-married,174,57,18,77,132,0,biopsy-of-suspicious-mole-on-back,2015-05-27t05:47+00:00
rec-59534,h145382548,gina,meschler,rhue,f,30,29/10/1987, 4845  81783  1  1 , 40  parap  road  finance  house ,darwin,,nt, 08  6250  5318 ,rhue87@gmail.com,married-de-facto,195,82,21,78,147,0,arthroscopic-meniscus-repair---l-knee,2017-08-07t06:48+00:00
rec-67171,g103813512,barbara,ann,morgan,f,16,25/3/2000, 8708  47188  2  3 , 1  barramundi  drive  dundee  downs ,daly,822.0,nt, 08  2301  7424 ,barbara100@aol.com,married,172,65,21,71,185,0,ankle-swelling,2016-04-14t20:01+00:00
rec-34444,g145613837,charlie,s,medon,m,47,14/11/1970, 5081  66830  2  1 , 49  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa,,charlie.medon@yahoo.com,married-de-facto,172,101,34,79,151,0,nausea,2017-03-20t14:38+00:00
rec-20081,i175065491,julie,burnette,thompson,f,30,22/10/1990, 7338  18484  1  1 , 1  hobart  place  amp  building , canberra  city ,2601.0,act,,,married,189,-99,17,76,150,0,chest-discomfort,2020-01-20t07:19+00:00
rec-40885,c178547592,mary,walls,paullins,m,9,26/5/2011, 3092  41982  2  3 , 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa,,paullins.mary@yahoo.com,,141,38,19,79,202,0,bilateral-foot-pain,2020-05-05t03:47+00:00
rec-66301,g162450769,ana,durrette,lyon,f,48,12/5/1966, 7161  54755  2  1 , 3  township  drive  villa  9 , burleigh  heads ,4220.0,qld, 07  4641  9189 ,,not-married,190,117,32,75,151,0,diarrhea,2014-09-21t06:23+00:00
rec-15606,c199565921,helena,dlores,white,f,60,30/9/1952, 4927  14687  2  1 , 1703  moppy  road  braemar ,gloucester,2422.0,nsw,,helena28@mail.com,married,196,68,17,77,238,0,asthma-exacerbation,2012-01-14t19:48+00:00
rec-22550,f179553127,jordan,elizabeth,lee,f,32,7/4/1984, 9969  79665  2  2 , 428  dohertys  junction  road  gadara  est ,hargraves,2850.0,nsw, 02  6063  0731 ,,widowed,172,124,41,71,154,0,nosebleed-right-nostril-(3-episodes),2016-09-16t09:36+00:00
rec-15718,e154659677,kelia,,brown,m,62,30/10/1956, 9393  29406  2  1 , 7  hillside  place  new  lawn , west  pennant  hills ,2125.0,nsw,,,married,179,110,34,70,232,0,low-back-pain,2018-06-07t02:34+00:00
rec-46015,d125415340,william,james,powell,m,58,21/1/1958, 6066  20926  1  2 , 21  walters  street  the  lakes  retirement  village , bundaberg  north ,4670.0,qld,,,married,180,82,25,73,183,0,dizziness,2016-01-04t14:02+00:00
rec-79136,d179590175,earl,jamaal,cover,f,50,27/4/1966, 2683  85724  2  1 , 159  brisbane  street  villa  9 , st  marys ,2760.0,nsw,,cover.earl@mail.com.au,married,195,107,28,77,222,0,fall,2016-02-04t12:33+00:00
rec-40479,d159251321,erin,l,childress,f,25,6/12/1990, 5343  75089  2  2 , 368  oxley  drive  paradise  lake  resort , runaway  bay ,4216.0,qld,,ebftaccmpc.hotmail.com,married-de-facto,173,103,34,76,126,0,sweating-associated-with-post-menopausal-hot-flashes,2016-11-09t11:05+00:00
rec-8350,c114327504,laquese,diane,dancy,f,54,26/7/1962, 1226  21760  1  2 , 2  symonds  road  st  elizabeth  home  for  the  aged , dean  park ,2761.0,nsw, 02  2829  4046 ,,married,166,111,40,69,135,0,drowsiness,2016-05-21t22:16+00:00
rec-93432,f152513611,peter,f,easton,f,33,22/6/1983, 4470  80324  1  2 , 161  london  circuit  colonial  building , canberra  city ,2601.0,act,,peter.easton@mail.com.au,not-married,167,85,30,73,108,0,nausea,2016-06-16t24:20+00:00
rec-21414,h155755644,shelley,jennifer,ross,f,28,2/4/1986, 5244  41355  2  1 , 76  the  grove  flt  5 ,coburg,3058.0,vic,,,not-married,186,67,19,77,130,0,squamous-cell-carcinoma,2014-06-18t10:50+00:00
rec-70709,f136526279,ian,ray,brown,m,13,12/1/2001, 2159  78627  2  2 , 12  napier  close  lidia  perin  medical  centre ,deakin,2600.0,act,,brown.ian@yahoo.com,not-married,135,57,31,76,166,0,fatigue,2014-07-16t17:50+00:00
rec-26649,d155060869,sharon,foerster,hedrick,f,73,10/5/1941, 7009  75049  2  2 , 47  boondilla  road  villa  2 , the  entrance ,2261.0,nsw, 02  8810  5584 ,sharon.hedrick@aol.com,married,176,120,38,79,265,0,polyps,2014-12-19t20:12+00:00
rec-59608,h169473049,reid,alonzo,reid,m,3,20/6/2007, 9569  52782  1  3 , 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt, 08  5811  1877 ,reid.reid.hotmail.com,,105,27,24,75,125,0,low-energy,2013-01-09t01:46+00:00
rec-11292,g142409421,quin,lee,zales,m,48,28/11/1968, 6713  96241  1  2 , 7  spinks  close  the  retreat ,singleton,2330.0,nsw, 02  1343  6631 ,,married,186,62,17,74,113,0,depressed-mood,2016-07-23t04:36+00:00
rec-72244,f157599844,michael,lee,gallagher,f,20,17/5/1995, 6304  83993  1  2 , 503  pine  ridge  road  settlers  cove , runaway  bay ,4216.0,qld, 07  6385  1238 ,michael74@gmail.com,married-de-facto,194,-99,32,74,234,0,headache,2015-04-11t12:38+00:00
rec-5795,i199073832,nell,,powellisley,f,54,7/1/1962, 1211  86586  2  2 , 260  straws  lane  lowerwood ,hesket,3442.0,vic, 03  0988  1024 ,nell.powellisley@mail.com.au,divorced,178,72,22,75,126,0,shortness-of-breath/difficulty-breathing-due-to-hiatal-hernia,2016-12-24t24:33+00:00
rec-26554,a196418764,philip,lee,brown,m,54,10/3/1961, 8533  25063  2  2 , 17  mallam  crescent  john  hawkins  court , alice  springs ,870.0,nt, 08  8344  5965 ,,not-married,168,69,24,78,163,0,questionable-seizures,2015-06-15t10:41+00:00
rec-56197,d135573144,richard,beng,tyson,m,6,30/11/2014, 4695  45676  2  2 , 21  cavenagh  street  the  metro ,darwin,800.0,nt, 08  1502  8740 ,,,118,21,15,69,301,0,shy-drager-syndrome,2020-06-05t12:33+00:00
rec-52011,h100059906,gladys,,connolly,f,57,17/3/1955, 7208  67150  2  1 , 157  marconi  street  villa  13  henry  kendall  bayside , bonnells  bay ,,nsw,,connolly40.aol.com,married,168,122,43,79,148,1,urinary-tract-infection,2015-06-14t11:38+00:00
rec-99683,b109005222,daniel,edward,fitzgerald,f,23,6/9/1992, 5689  48791  1  3 , 3  chain  road  karinda ,maffra,3860.0,vic,,fitzgerald2@mail.com.au,married-de-facto,167,136,48,71,139,1,depression,2015-11-07t10:57+00:00
rec-61984,g114730127,terry,,parks,m,20,26/7/1993, 8169  57279  2  3 , 258  spring  street  yukana  retirement  village ,toowoomba,,qld, 07  8100  6315 ,terry31@gmail.com,married,192,125,33,69,214,0,blurred-vision,2013-11-07t08:28+00:00
rec-78942,i166212615,kirk,g,taylor,f,16,10/9/1996, 2472  56929  1  3 , 7  scenic  drive  brisbane  waters  retirement  vlge ,kincumber,2251.0,nsw, 02  9669  2778 ,,married,181,83,25,76,203,0,anxiety,2014-01-22t16:09+00:00
rec-83333,i157863525,james,s,harwood,f,50,16/11/1965, 4673  65496  1  2 , 6115  acadia  street  acadia ,tincurrin,,wa, 08  9185  7896 ,james33@yahoo.com,married,194,131,34,73,212,0,dry-mouth,2015-08-13t23:23+00:00
rec-25075,h105159628,jerome,ferman,hewitt,m,9,28/6/2006, 5590  48170  1  2 , 15  anderson  street  meadow  banks ,skipton,,vic,,hewitt.jerome@hotmail.com,,132,27,15,78,186,0,sneezing,2015-07-17t10:27+00:00
rec-67934,a185746399,robert,alexander,robinson,m,16,25/2/1998, 4042  56568  2  3 , 24  anulka  street  weymouth ,howrah,7018.0,tas,,robert.robinson.mail.com,married,166,73,26,69,99,0,possible-uti,2016-09-11t21:38+00:00
rec-58862,i135095908,takeria,green,arden,f,53,9/8/1961, 9707  55251  2  2 , 41  sunrise  avenue  bevington  caravn  park ,budgewoi,2262.0,nsw,,arden38@mail.com.au,married-de-facto,181,72,21,76,139,0,acute-bronchitis,2014-03-02t04:11+00:00
rec-84091,e181001323,webb,chansel,jerrett,f,9,13/8/2005, 4911  17816  2  3 , 1  blacks  road  frogs  gully ,mareeba,4880.0,qld,,,,126,35,22,71,159,0,right-hip-revision,2014-06-27t11:23+00:00
rec-21273,d114339054,laniqua,h,bowles,f,49,18/2/1962, 4729  65341  1  1 , 5  east  terrace  beracah ,hawthorndene,5051.0,sa,,,not-married,199,-99,31,71,265,0,scalp-lesion-noted-in-dec-2006-melanoma,2014-04-18t01:48+00:00
rec-80344,i106288901,robin,ashbee,cline,f,8,16/3/2003, 8677  74485  1  2 , 21  boundary  road  valleyfield ,coldstream,,vic, 03  9572  5087 ,cline60@hotmail.com,,115,35,26,73,95,0,ankle-swelling,2011-06-01t17:07+00:00
rec-77538,i136999145,gerald,l,cushman,f,12,5/11/2001, 1667  59170  1  3 , 2  anaheim  drive  riverlink  grove ,oxenford,4210.0,qld, 07  7325  5485 ,,not-married,159,60,23,71,139,0,fall,2013-11-01t23:40+00:00
rec-32459,c177564282,darrie,ann,craft,m,30,12/4/1988, 4724  55424  2  2 , 147  white  rock  road  wellshot , white  rock ,,nsw, 02  1125  4744 ,pemfbdlddo@mail.com.au,married,166,89,32,80,135,0,drowsiness,2018-07-06t18:55+00:00
rec-13751,e122594493,bambi,elizabeth,armstrong,m,12,4/7/2004, 8535  73729  2  2 , 1  victoria  road  carramar ,seville,3139.0,vic, 03  1686  2731 ,bambi10@hotmail.com,,135,41,22,72,114,0,scattered-bruises-bilateral-hands,2016-06-04t05:04+00:00
rec-42643,c163877814,wayne,michael,brown,m,51,18/7/1966, 3716  79571  1  1 , 81  smith  street  aant  house ,darwin,800.0,nt,,wayne80@yahoo.com,married,192,100,27,73,190,0,depression,2017-09-22t21:34+00:00
rec-23999,b114356322,jennifer,detra,danner,m,14,2/10/2000, 1803  60771  1  3 , 159  muhlebachs  road  strathmore  vineyard , sutherlands  creek ,3331.0,vic, 03  4257  7001 ,,married,170,62,21,74,258,0,hay-fever,2014-09-22t05:02+00:00
rec-82782,c188668641,ben,tyree,silla,f,54,27/10/1961, 9636  49722  1  1 , 36  benelong  crescent  apt  7 , bellevue  hill ,2023.0,nsw,,,widowed,180,62,19,71,99,0,diarrhea/gas,2015-04-24t20:35+00:00
rec-57105,g194874629,michelle,bell,house,f,11,15/1/2008, 9845  64496  2  3 , 409  hawken  road  torbin  hill ,tomerong,2540.0,nsw, 02  9376  5015 ,,,147,38,17,81,182,0,heel-pain,2019-04-15t24:17+00:00
rec-51378,i162614809,janie,hoover,perez-torres,f,67,28/11/1950, 1240  51673  2  2 , 265  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,,nsw, 02  7965  0061 ,janie68@hotmail.com,married-de-facto,173,91,30,76,126,1,right-femur-fracture,2017-02-09t04:18+00:00
rec-98011,b189644930,joseph,alan,brown,f,14,14/4/2001, 2619  27316  2  2 , 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,810.0,nt,,brown7@mail.com.au,married,148,70,31,78,237,0,stress-test-abnormailities,2015-09-14t12:03+00:00
rec-99036,h144403176,donald,harve,goodstein,f,23,2/11/1993, 5460  42878  2  2 , 1870  toolamba  road  mayherling ,murchison,3610.0,vic, 03  3876  9818 ,,not-married,192,-99,19,72,178,0,right-hip-replacement-surgery-outpatient,2016-08-03t06:10+00:00
rec-47515,e189537363,jon,francis,maynard,m,30,28/2/1983, 5394  45017  1  2 , 139  highett  street  flt  185 ,richmond,,vic,,,married-de-facto,199,139,35,72,120,0,chest-pain,2016-12-17t08:51+00:00
rec-89897,f140469667,anthony,alan,latham,f,57,11/6/1957, 1382  50824  1  1 , 154  bourke  street  the  haven , wagga  wagga ,2650.0,nsw,,,not-married,192,144,39,75,260,1,lyme-disease,2014-11-12t16:50+00:00
rec-92375,h175567893,george,george,carrelli,f,57,7/2/1960, 6997  28578  2  1 , 16  blairmont  street  carrington  nursing ,parkinson,4115.0,qld,,,married,179,81,25,74,211,0,urge-incontinence,2017-06-11t10:03+00:00
rec-29767,h190029968,james,tarkenton,hubbard,m,51,31/3/1967, 3489  96771  1  1 , 1  hobart  place  amp  bldg , canberra  city ,2601.0,act, 02  5185  6278 ,,married-de-facto,179,66,20,71,89,0,drowsiness,2018-02-22t13:47+00:00
rec-23624,d136830970,caroline,mae,reddick,f,25,1/6/1993, 7404  72433  1  3 , 36  cabbage  tree  road  bayview  garden ,bayview,2104.0,nsw, 02  1719  9794 ,jqdndjrlhr@mail.com,married,188,94,26,80,189,0,gallstone/gallbladder-attack,2018-05-06t18:49+00:00
rec-52285,h188465258,wendy,joilove,sellers,m,58,31/3/1955, 9569  49613  2  2 , 158  church  road  brookside ,dromedary,7030.0,tas,,,married,179,65,20,78,88,0,myocardial-infarction,2013-02-08t11:58+00:00
rec-82123,g186224183,jacob,ray,hefner,f,16,31/1/2000, 7227  69728  2  3 , 142  queen  street  galen  hse ,southport,4215.0,qld, 07  6273  4504 ,iclabaslcg.hotmail.com,married,166,51,18,69,186,0,anxiety,2016-01-11t02:35+00:00
rec-856,h119535776,kenneth,k,scott,m,70,14/4/1949, 9239  54248  1  1 , 3609  mid  western  highway  taranaki ,blayney,2799.0,nsw, 02  5351  9406 ,kenneth36.gmail.com,married,180,102,31,71,225,0,tripped-over-object-and-fell,2020-05-12t13:45+00:00
rec-13864,h149422548,rodney,andrew,miller,m,9,22/7/2011, 1368  19982  2  3 , 4915  sturt  highway  arajoel ,galore,2652.0,nsw,,miller.rodney@mail.com.au,,121,25,17,79,226,0,weakened-muscles-(upper-body),2020-05-17t11:17+00:00
rec-30182,h146495006,ricky,anthony,scott,m,56,17/5/1959, 8912  44786  2  1 , 55  illawarra  court  howie  circuit ,belconnen,2617.0,act, 02  3529  4695 ,,married,178,141,44,76,261,0,ankle-swelling,2018-10-08t07:07+00:00
rec-8784,e122820350,william,david,hardy,m,51,21/8/1964, 1149  62575  2  2 , 69  new  farms  road  amaroo ,nericon,2680.0,nsw, 02  3256  7920 ,hardy.william@mail.com.au,divorced,194,135,35,74,164,0,chest-pain,2015-03-12t15:23+00:00
rec-61111,a138235001,dylan,howard,kettles,m,53,5/7/1962, 4688  24476  1  2 , 4072  great  ocean  road  elimatta , mepunga  east ,3277.0,vic,,dylan.kettles@hotmail.com,married,177,140,44,81,220,0,transuretheral-resection-of-the-prostate--surgery,2015-10-14t14:35+00:00
rec-17424,a142452400,elaine,,harrill,f,64,5/10/1953, 6135  64961  2  2 , 297  trippe  road  lakewood  estate , humpty  doo ,836.0,nt, 08  1866  3972 ,,married,177,132,42,79,165,0,hip-pain,2017-06-25t12:59+00:00
rec-66680,e180995374,william,l,fuller,m,32,19/11/1983, 1211  90620  1  2 , 98  colooli  road  cutler  village ,narrabeen,,nsw, 02  5342  4059 ,fuller.william@aol.com,not-married,196,-99,31,81,143,0,insomnia,2015-10-17t20:46+00:00
rec-8755,h104054649,lester,david,sorrells,m,26,16/1/1988, 4920  17559  1  1 , 7  lovett  street  karingal  hme ,devonport,7310.0,tas, 03  0320  9807 ,sorrells76@gmail.com,married,180,62,19,66,194,0,right-thumb-dislocation,2014-07-07t02:41+00:00
rec-70796,d105606781,reginald,ashley,serafini,f,78,16/12/1940, 8803  26997  1  1 , 43  asquith  avenue  villa  3 ,rosebery,2018.0,nsw,,reginald79@gmail.com,not-married,175,98,32,73,155,0,apathy,2018-11-13t16:14+00:00
rec-74552,i178307407,kashif,collier,hay,f,26,8/3/1990, 8589  30638  1  2 , 95  david  low  way  edgewater  village , bli  bli ,4560.0,qld, 07  6749  3509 ,hcaaoirfkk@hotmail.com,separated,186,94,27,80,270,0,left-knee-pain,2016-02-12t03:28+00:00
rec-30709,f113737455,eyanira,jean,kelly,f,9,10/11/2008, 5001  35616  1  3 , 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  4210  9737 ,,,134,25,13,77,161,0,abdominal-discomfort,2017-12-25t04:45+00:00
rec-82562,a193223673,joseph,everette,waddell,f,23,3/8/1991, 5696  94665  1  2 , 28  yakkalla  street  nareen  gardens  hstl , bateau  bay ,2261.0,nsw, 02  5354  7817 ,joseph.waddell@aol.com,married,195,96,25,71,130,0,sacroiliac-joint-pain,2014-07-23t02:19+00:00
rec-6471,a123857508,brendan,,thompson,m,19,17/1/1996, 9951  51767  2  3 , 25  pine  road  mapplegrove  village ,casula,2170.0,nsw, 02  4759  6719 ,,not-married,190,63,17,68,195,0,eye-problem,2015-03-20t16:15+00:00
rec-33484,i128360378,james,,buniag,m,56,1/11/1961, 7315  28864  1  2 , 3331  coral  road  benjamin  lagoon , humpty  doo ,836.0,nt,,buniag6@mail.com.au,married,174,122,40,75,133,1,dizziness--on-1st-standing,2017-03-18t15:25+00:00
rec-12557,g160679804,juanita,,stewart,f,46,31/3/1969, 3209  76830  2  2 , 1  glendale  court  glendale  hostel ,werribee,,vic, 03  9793  9055 ,stewart78.gmail.com,married-de-facto,196,105,27,70,242,0,rash,2016-08-19t07:20+00:00
rec-48008,f130584144,christofer,bryce,glanton,m,43,18/3/1971, 5271  70029  2  1 , 50  centenary  drive  rowethorpe ,bentley,6102.0,wa,,glanton18.yahoo.com,married,183,79,23,77,238,1,musculoskeletal-pain-(arthritis),2016-12-23t17:57+00:00
rec-96485,a172561926,fred,harvey,ryan,f,10,21/6/2001, 3408  93634  1  2 , 485  wallan  road  hilton  vale ,whittlesea,3757.0,vic, 03  4641  2715 ,,not-married,145,-99,29,82,195,0,constipation-from-post-op-knee-surgery,2014-02-10t09:44+00:00
rec-63148,i128838821,donald,o,moore,m,71,4/2/1943, 7052  20639  2  1 , 86  king  street  apmnt  12 ,goodwood,5034.0,sa,,jbdrhhloai@mail.com,married,181,124,37,74,261,0,dizziness,2014-05-05t03:28+00:00
rec-29430,a188301890,marlene,walker,morgan,f,21,7/8/1994, 1442  30932  2  3 , 12  grange  road  flt  5 ,fairfield,3078.0,vic, 03  7259  7911 ,marlene.morgan@gmail.com,not-married,194,142,37,71,180,1,post-spinal-tap-headache,2015-08-22t23:50+00:00
rec-23015,f145401444,george,j,potter,f,68,22/9/1946, 7241  29954  1  2 , 114  theo  court  strempel  street ,glynde,5070.0,sa, 08  2999  2216 ,george.potter@mail.com.au,not-married,190,78,21,78,192,0,hip-pain,2014-10-18t07:33+00:00
rec-8989,d154593843,bridgette,elaine,wyatt,f,32,13/10/1981, 1847  23160  2  2 , 40  allison  lane  yarravel  street ,kempsey,2440.0,nsw, 02  6233  5337 ,wyatt.bridgette@mail.com,married,172,124,41,79,211,1,cavity-(filled),2013-07-03t18:15+00:00
rec-49817,g177430447,dylan,lee,killian,m,46,1/3/1966, 2841  55683  2  2 , 8  duke  street  aptmnt  2 ,kensington,2033.0,nsw,,dylan.killian@aol.com,married,190,127,35,73,221,0,fatigue,2012-12-15t22:53+00:00
rec-26046,i165843034,houching,sherrod,fisher,m,36,9/8/1981, 4659  22354  1  2 , 34  margaret  street  yallambee  retirement  centre ,millmerran,,qld, 07  1538  8886 ,,divorced,199,67,16,78,235,1,sciatica-causing-lower-back-and-heel-pain,2017-05-06t01:19+00:00
rec-3831,d189852122,naomi,lee,kelly,f,19,19/3/1997, 1454  72097  1  3 , 1  vermont  street  ginya  court ,barooga,3644.0,nsw,,naomi74@yahoo.com,married-de-facto,176,148,47,74,112,1,pain,2016-06-12t24:28+00:00
rec-69430,f131055924,ryan,holt,simoneau,m,55,30/6/1962, 5567  42826  2  2 , 11  raleigh  street  flt  24 ,prahran,3181.0,vic, 03  0370  4838 ,,married,197,111,28,77,64,0,headaches,2017-11-25t22:30+00:00
rec-43500,i188790704,richard,,nees,m,68,21/12/1949, 4481  67302  2  2 , 9  strathallan  road  flt  3 ,macleod,3085.0,vic, 03  7602  9035 ,,not-married,196,134,34,76,179,0,laporoscopic-cholecytectomy,2017-08-19t19:08+00:00
